,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
1624,Jungle Punch #8,https://images.leafly.com/flower-images/defaults/generic/strain-24.png,,,,4.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Jungle Punch #8, before let us know! Leave a review.","relaxed,talkative,sleepy",,"coffee,pine,butter","Depression
22% of people say it helps with depression
Anxiety
22% of people say it helps with anxiety
PTSD
22% of people say it helps with ptsd"
1625,Dark Shadow Haze,https://images.leafly.com/flower-images/defaults/dark-green/strain-5.png,Hybrid,15.0,1.0,4.75,grape,euphoric,"Created by Rare Dankness, Dark Shadow Haze is an introspective strain that combines the fruity, sedative attributes of Grape Ape with Nevil’s Wreck (Arcata Trainwreck x Neville’s Haze). This strain’s thought-provoking cerebral high and calming physical sensations cement the consumer in place, creating a deeply contemplative mental state. Dark Shadow Haze also offers the tasty flavors and aromas of sugar-coated grapes and berries with an earthy undertone.     ","euphoric,focused,energetic","dizzy,headache,paranoid","grape,grapefruit,lime","Anxiety
42% of people say it helps with anxiety
Nausea
28% of people say it helps with nausea
Pain
28% of people say it helps with pain"
1626,MAC Mints,https://images.leafly.com/flower-images/defaults/generic/strain-33.png,,,,4.555555555555555,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, MAC Mints, before let us know! Leave a review.","relaxed,giggly,talkative","dry mouth,dry eyes,anxious","mint,chemical,skunk","Pain
14% of people say it helps with pain
Stress
14% of people say it helps with stress"
1627,Humboldt,https://images.leafly.com/flower-images/defaults/generic/strain-10.png,Hybrid,18.0,0.0,4.18,woody,giggly,"The genetics of the Humboldt strain are something of a mystery, but it’s believed to be an Afghani strain that was cultivated in the Humboldt County area of California in the 1970s and later gained popularity in Europe in the 1990s. These plants are fast, tall growers that need lots of attention. Given proper care, they grow well indoors and out, flower in 8 weeks, and have above average yields. Humboldt’s aroma is floral and sweet and its high is uplifting and upbeat, bringing to mind the qualities of a Haze strain. It’s a good choice if you want to stay clear-headed.","giggly,euphoric,tingly","headache,dizzy,paranoid","woody,nutty,spicy/herbal","Stress
32% of people say it helps with stress
Pain
23% of people say it helps with pain
Anxiety
20% of people say it helps with anxiety"
1628,Sour Strawberry Diesel,https://images.leafly.com/flower-images/defaults/purple/strain-3.png,Hybrid,22.0,0.0,4.508196721311475,strawberry,aroused,"Sour Strawberry Diesel by MTG Seeds is a hybrid cross between Sour Strawberry and Turbo Diesel. With a sweet and spicy aroma, Sour Strawberry Diesel delivers a warm, uplifting buzz that melts away stress and bad moods. Its flowers grow into chunky buds with red and purple hues following its 8 to 9 week flowering cycle.","aroused,tingly,talkative","dizzy,dry mouth,paranoid","strawberry,diesel,sweet","Stress
40% of people say it helps with stress
Anxiety
31% of people say it helps with anxiety
Depression
25% of people say it helps with depression"
1629,Cookies and Dream,https://images.leafly.com/flower-images/defaults/generic/strain-26.png,Hybrid,,,4.571428571428571,,,"Cookies & Dream is a sativa-dominant hybrid strain that is a harmonious blend of fan favorites Blue Dream, also a favorite of lead artists Dominic and Jeremy of Big Gigantic, and combined with the robustly sweet flavors of Girl Scout Cookies. Ideal for social gatherings, this blend produces a euphoric body buzz and packs a strong sativa kick to keep your energy up. Cookies & Dream was curated in Colorado with love by Native Roots in collaboration with Big Gigantic to showcase this special blend. ","happy,uplifted,energetic","anxious,dry eyes,dizzy","blue cheese,blueberry,berry","Stress
42% of people say it helps with stress
Anxiety
37% of people say it helps with anxiety
Depression
28% of people say it helps with depression"
1630,Triangle Canyon,https://images.leafly.com/flower-images/defaults/generic/strain-9.png,Hybrid,22.0,0.0,4.625,pear,tingly,"Triangle Canyon is a hybrid marijuana strain. We're still learning about the flavors and effects of Triangle Canyon - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","tingly,giggly,euphoric",,"pear,diesel,tea","Depression
37% of people say it helps with depression
Insomnia
37% of people say it helps with insomnia
Stress
25% of people say it helps with stress"
1631,Glazed Cherries,https://images.leafly.com/flower-images/defaults/purple/strain-14.png,Hybrid,,,4.25,,,"Coming from Kief Sweat out of Southern California, Glazed Cherries is a cross of a Forum Cut GSC female and a male Cherry OG. Some phenos will have oily trichomes and a balsamic cherry nose, while others come with deep purple buds and a sweet pez candy nose.","uplifted,tingly,euphoric","dizzy,dry mouth,dry eyes","lavender,pepper,sweet","Nausea
50% of people say it helps with nausea
Depression
25% of people say it helps with depression
Inflammation
25% of people say it helps with inflammation"
1632,Candy Cream,https://images.leafly.com/flower-images/defaults/generic/strain-10.png,,24.0,0.0,4.5,coffee,aroused,"Candy Cream is a weed strain. Reviewers on Leafly say this strain makes them feel aroused, focused, and euphoric. Candy Cream has 24% THC and 1% CBG. The dominant terpene in this strain is caryophyllene. If you've smoked, dabbed, or otherwise enjoyed this strain, Candy Cream, before let us know! Leave a review.","aroused,focused,euphoric",,"coffee,mango,tree fruit","Anxiety
33% of people say it helps with anxiety
Bipolar disorder
33% of people say it helps with bipolar disorder
PTSD
33% of people say it helps with ptsd"
1633,Dynamite,https://images.leafly.com/flower-images/defaults/purple/strain-15.png,Indica,,,4.300970873786408,,,"Dynamite is a short and bushy indica strain that offers an aroma of sweet grapefruit and mixed fruit. Heavy physical effects weigh down the limbs and relax muscles, but Dynamite provides the mind with an invigorating spark to fuel creativity and conversation. The subtle, sweet aroma of grapefruit and mixed fruit breaks free from the bud when ground up. A quick finisher, Dynamite completes its flowering cycle in 7 to 8 weeks, yielding a heavy harvest of buds that may bloom in stunning hues of purple and pink.","sleepy,hungry,giggly","headache,dry mouth,dry eyes","grapefruit,grape,pungent","Stress
41% of people say it helps with stress
Anxiety
36% of people say it helps with anxiety
Pain
31% of people say it helps with pain"
1634,Strawberry Jelly,https://images.leafly.com/flower-images/defaults/generic/strain-31.png,Hybrid,,,4.857142857142857,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Strawberry Jelly, before let us know! Leave a review.","giggly,focused,creative",,"grape,blueberry,berry","Depression
20% of people say it helps with depression
Headaches
20% of people say it helps with headaches
Anxiety
20% of people say it helps with anxiety"
1635,Blue Rhino,https://images.leafly.com/flower-images/defaults/generic/strain-19.png,Hybrid,19.0,0.0,4.18796992481203,blueberry,sleepy,"Blue Rhino is a potent cross of Blueberry and White Rhino that has a unique fruity aroma mixed with some skunky harshness. This plant may be of special interest to growers for its large flowers, which will get to their most impressive size when grown outdoors. Patients like this strain for its balanced mix of head and body effects, making it an option for staying focused or wanting to relax, depending on your needs.","sleepy,giggly,aroused","paranoid,dry eyes,dry mouth","blueberry,berry,skunk","Stress
31% of people say it helps with stress
Pain
25% of people say it helps with pain
Anxiety
23% of people say it helps with anxiety"
1636,Buddha Tahoe,https://images.leafly.com/flower-images/defaults/generic/strain-7.png,Indica,18.0,0.0,4.473214285714286,earthy,relaxed,"Buddha Tahoe is what you get when Big Buddha Seeds reverses Cali Connection’s Tahoe OG Kush to create their own rendition of this indica staple. Like its OG ancestors, Buddha Tahoe maintains a zesty lemon and earthy hash aroma typical of kush varieties. Potent and long-lasting, Buddha Tahoe launches you into to the highest level of cerebral euphoria which won this strain 3rd place in the 2011 High Times Cannabis Cup.","relaxed,sleepy,happy","headache,anxious,dizzy","earthy,spicy/herbal,pine","Pain
37% of people say it helps with pain
Stress
36% of people say it helps with stress
Depression
33% of people say it helps with depression"
1637,Paradise Circus,https://images.leafly.com/flower-images/defaults/purple/strain-10.png,Hybrid,20.0,0.0,4.166666666666667,orange,uplifted,"Coming from Washington’s Exotic Genetix, Paradise Circus is a cross between Tropicana Cookies and Tina that produces an orange, citrus, and gassy treat. Modest-sized buds are beautiful in a rich purple hue and come blanketed in stark white trichomes. Paradise Circus’ orange gas terpene profile will entice anyone looking for a loud powerhouse with a nose that hints at the potent high to come.","uplifted,focused,relaxed","paranoid,dizzy,dry eyes","orange,peach,violet","Depression
23% of people say it helps with depression
Pain
17% of people say it helps with pain
Fatigue
11% of people say it helps with fatigue"
1638,Sour Headband,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-4.png,Hybrid,21.0,0.0,4.558139534883721,diesel,talkative,"As its name implies, Sour Headband is a cross between two of the most famous cannabis strains in the United States, East Coast favorite Sour Diesel and the West Coast classic Headband. With large, dense, trichome encrusted flowers and an intense aroma/flavor combining diesel fuel and sour lemon, this one is a must-try strain for Sour Diesel lovers. Sour Headband is a sativa-dominant hybrid that is a good choice for daytime relief of tension and pain while maintaining a clear mind.","talkative,uplifted,energetic","anxious,paranoid,dry eyes","diesel,chemical,grapefruit","Stress
38% of people say it helps with stress
Depression
35% of people say it helps with depression
Headaches
25% of people say it helps with headaches"
1639,Dr. Funk,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-1.png,Indica,16.0,0.0,4.608695652173913,peach,aroused,"Dr. Funk is a mostly indica strain that balances genetics from Blueberry and Bubba Kush. You can taste this strain’s lineage as flavors of sweet berry and earthy sharpness activate on the exhale. Its tight, compact buds and orange hair-like pistils are obscured under a thick dusting of crystal trichomes, which hint at Dr. Funk’s potency.","aroused,tingly,giggly","headache,dry mouth,dry eyes","peach,cheese,berry","Stress
36% of people say it helps with stress
Insomnia
27% of people say it helps with insomnia
Pain
22% of people say it helps with pain"
1640,MAC and Jack,https://images.leafly.com/flower-images/defaults/generic/strain-36.png,Hybrid,,,4.428571428571429,,,"MAC and Jack is a hybrid marijuana strain. We're still learning about the flavors and effects of MAC and Jack - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","focused,creative,tingly",,"ammonia,woody,diesel","Anxiety
66% of people say it helps with anxiety
Depression
33% of people say it helps with depression
Stress
33% of people say it helps with stress"
1641,Lucid Dream,https://images.leafly.com/flower-images/defaults/generic/strain-34.png,Hybrid,,,4.62280701754386,,,"Lucid Dream is a dynamic blend of Amnesia Haze and Blue Dream. This sativa-dominant hybrid provides a stimulating mix of uplifting Haze effects with the sweet blueberry notes of Blue Dream. Lucid Dream's energetic, uplifting buzz makes it a great daytime choice for patients treating migraines, nausea, and stress.","energetic,creative,uplifted","anxious,paranoid,dry eyes","blueberry,berry,sweet","Depression
39% of people say it helps with depression
Stress
34% of people say it helps with stress
Anxiety
34% of people say it helps with anxiety"
1642,Moon Pie,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,Hybrid,,,4.5,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Moon Pie, before let us know! Leave a review.",,,,
1643,Ice Wreck,https://images.leafly.com/flower-images/defaults/generic/strain-38.png,Hybrid,,,4.235294117647059,,,"By combining two high-potency strains, Ice and Trainwreck, Crop King Seeds has created a real knockout of a hybrid that has tested at over 27% THC. Ice Wreck blends the cerebral high of a sativa with the deep body stone of an indica into one great package.","tingly,euphoric,giggly","dizzy,anxious,paranoid","menthol,mint,ammonia","Stress
32% of people say it helps with stress
Depression
27% of people say it helps with depression
Pain
27% of people say it helps with pain"
1644,Purple Lamborghini,https://images.leafly.com/flower-images/defaults/purple/strain-2.png,Hybrid,18.0,0.0,4.692307692307693,lavender,aroused,"Purple Lamborghini is a hybrid marijuana strain. We’re still learning about the effects of Purple Lamborghini. If you’ve smoked this strain before, tell us about it by leaving a review.","aroused,giggly,relaxed",,"lavender,violet,berry","Anxiety
27% of people say it helps with anxiety
Migraines
18% of people say it helps with migraines
PTSD
18% of people say it helps with ptsd"
1645,Purple Dog Poop,https://images.leafly.com/flower-images/defaults/purple/strain-20.png,Hybrid,,,4.652173913043478,,,"With a name like Purple Dog Shit, this hybrid strain sure knows how to garner attention. Its parent strain Dog Shit was named for its funky smell that some compare to dog turds, but this stain is more often described as earthy with a sweet touch of grape. Though its genetics aren’t certain, popular conjecture names Purple Urkle or another similar Purple strain as the second parent. Some Purple Dog Shit phenotypes exhibit a high level of CBD, a non-psychoactive cannabinoid known for its ability to treat pain, inflammation, and anxiety. Tranquilizing body effects ease you into deep relaxation and a good night's sleep.","giggly,happy,energetic","dizzy,dry eyes,dry mouth","grape,plum,tobacco","Lack of appetite
28% of people say it helps with lack of appetite
Stress
21% of people say it helps with stress
Anxiety
21% of people say it helps with anxiety"
1646,Pootie Tang,https://images.leafly.com/flower-images/defaults/generic/strain-21.png,Hybrid,,,4.692307692307693,,,"Pootie Tang is a rare sativa-hybrid marijuana strain made by crossing LA Kush and Tang Tang. It's an energetic strain that is known to be a good mid-day pick me up. Pootie Tang tastes tangy and earthy with a hint of citrus. However, the smell and flavor of Pootie Tang are a little misleading—based on its parents, you might think Pootie Tang would taste like sweet citrus, but it will offer a more earthy and sour taste, like a grapefruit. Smoking Pootie Tang will leave you with a classic head high and some buzzyness. Consumers should know that Pootie Tang is a creeper strain, meanning that the effects tend to come on slowly. It's important to be patient with Pootie Tang and give it a moment to fully creep into your consciousness.","talkative,energetic,happy",,"pear,grapefruit,tree fruit","Depression
20% of people say it helps with depression
Stress
20% of people say it helps with stress
Anxiety
20% of people say it helps with anxiety"
1647,Bubba Cake,https://images.leafly.com/flower-images/defaults/generic/strain-10.png,Hybrid,20.0,0.0,4.8,skunk,relaxed,"Bubba Cake is an indica-dominant hybrid marijuana strain. We're still learning about the flavors and effects of Bubba Cake - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","relaxed,talkative,happy",,"skunk,flowery,sage","Depression
11% of people say it helps with depression
Pain
11% of people say it helps with pain
Stress
11% of people say it helps with stress"
1648,Valley Girl,https://images.leafly.com/flower-images/defaults/generic/strain-31.png,Hybrid,21.0,0.0,4.63265306122449,spicy/herbal,happy,"From Archive Seed Bank comes Valley Girl, a balanced hybrid strain that descends from SFV OG and Face Off OG. Resin-packed buds mark this strain’s elevated THC potential, and consumers with a high tolerance may look to Valley Girl for new euphoric heights. ","happy,talkative,creative","anxious,dizzy,dry mouth","spicy/herbal,pine,lemon","Stress
40% of people say it helps with stress
Depression
37% of people say it helps with depression
Anxiety
31% of people say it helps with anxiety"
1649,Tropical Kush,https://images.leafly.com/flower-images/defaults/generic/strain-23.png,Hybrid,,,3.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Tropical Kush, before let us know! Leave a review.","sleepy,tingly,euphoric",,"blue cheese,tropical,lemon","Cramps
25% of people say it helps with cramps
Depression
25% of people say it helps with depression
Insomnia
25% of people say it helps with insomnia"
1650,Cali OG Kush,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,,7.0,7.0,3.5,citrus,relaxed,"Cali OG Kush is a weed strain. Reviewers on Leafly say this strain makes them feel relaxed, focused, and creative. Cali OG Kush has 7% CBD and 7% THC. The dominant terpene in this strain is myrcene. If you've smoked, dabbed, or otherwise enjoyed this strain, Cali OG Kush, before let us know! Leave a review.","relaxed,focused,creative",,,"Depression
50% of people say it helps with depression
Fatigue
50% of people say it helps with fatigue
Inflammation
50% of people say it helps with inflammation"
1651,Alien Pebbles,https://images.leafly.com/flower-images/defaults/generic/strain-13.png,Hybrid,,,4.538461538461538,,,"Alien Pebbles is a hybrid weed strain made by crossing Alien OG and FPOG. Reviewers on Leafly say this strain makes them feel focused, euphoric, and tingly. If you've smoked, dabbed, or otherwise enjoyed this strain, Alien Pebbles, before let us know! Leave a review.","focused,euphoric,tingly",,"berry,diesel,citrus",
1652,Lemon Alien Dawg,https://images.leafly.com/flower-images/defaults/generic/strain-12.png,Hybrid,17.0,0.0,4.454545454545454,lemon,relaxed,"Lemon Alien Dawg comes from Alien Genetics, who crossbred an Alien Dawg female with Lemon Kush to create this pungent hybrid cannabis strain. Large chunky buds radiate with sweet and sour fruity notes dominated by the zesty scent of lemon. Lemon Alien Dawg lets your body sink into deep relaxation while the mind floats away to happy escapes.","relaxed,happy,euphoric","dry mouth,dry eyes,anxious","lemon,citrus,spicy/herbal","Stress
40% of people say it helps with stress
Depression
36% of people say it helps with depression
Anxiety
36% of people say it helps with anxiety"
1653,Petrolia Headstash,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-10.png,Indica,,,4.285714285714286,,,"The coveted Petrolia Headstash by Reeferman Seeds originates from Afghanistan by way of Humbolt County. Its pungent, compact buds have a hashy taste with flavors of pine, wood, and earth. The heavy indica effects will leave many feeling drowsy and relaxed which can help suppress symptoms like cramps, pain, and elevated stress levels. A thick coating of trichomes makes it great for producing hash and other concentrates. Decades of inbreeding have made this strain extremely hearty and ideal for breeding purposes, and Petrolia Headstash's genetics can be found in other indica powerhouses like Herijuana.","aroused,relaxed,euphoric",,"tar,pungent,tea","Stress
35% of people say it helps with stress
Depression
28% of people say it helps with depression
Pain
21% of people say it helps with pain"
1654,Clementine Kush,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-3.png,Hybrid,13.0,0.0,4.388888888888889,orange,giggly,"Clementine Kush is the lovechild of Tangerine Sunrise and Sanjay Gupta Kush bred by Colorado Seed Inc. From its Tangie mother, Clementine Kush inherits a strong citrus aroma, and trichome-rich colas from its indica-dominant father. Think orange blossom intermixed with the floral undertones of traditional Kush parentage. Expect intense physical relaxation and an expansive cerebral mindset. ","giggly,happy,tingly","dizzy,paranoid,anxious","orange,citrus,menthol","Depression
32% of people say it helps with depression
Stress
28% of people say it helps with stress
Anxiety
28% of people say it helps with anxiety"
1655,Ash,https://images.leafly.com/flower-images/defaults/generic/strain-33.png,Hybrid,14.0,0.0,4.588235294117647,tobacco,happy,"Ash is an indica-dominant hybrid cross between Afghan Haze and Afghan Skunk bred by Mr. Nice Seeds. These buds offer a fruity, berry aroma and effects that run the gamut between relaxing indicas and stimulating sativas. This strain's name, sometimes spelled A.S.H., is an acronym denoting its Afghani, Skunk, and Haze lineage. ","happy,relaxed,uplifted","dry eyes,dry mouth,headache","tobacco,pungent,spicy/herbal","Pain
80% of people say it helps with pain
Stress
80% of people say it helps with stress
Depression
70% of people say it helps with depression"
1656,Northern Berry,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-15.png,Indica,19.0,0.0,4.436619718309859,blueberry,sleepy,"Meet Northern Berry (or Northernberry), daughter to the power couple Northern Lights #5 and Blueberry. Her father passes on that signature blueberry aroma underscored by notes of earthy hash. Despite its heavy indica influence, Northern Berry delivers a complex balance of cerebral and body effects best suited for late afternoon or evening consumption. Novices, take caution: Northern Berry is intense experience for both mind and body, and may induce an early night’s sleep when overdone. However, for you patients treating pain and insomnia, these crushingly heavy effects may be just what you need to put symptoms to rest.","sleepy,relaxed,tingly","dry mouth,dry eyes,paranoid","blueberry,berry,sweet","Stress
42% of people say it helps with stress
Insomnia
40% of people say it helps with insomnia
Pain
33% of people say it helps with pain"
1657,Moon Drops,https://images.leafly.com/flower-images/defaults/purple/strain-8.png,Hybrid,22.0,0.0,4.75,grape,focused,"Archive Seed Bank crossed Purple Urkle and Do-Si-Dos to get Moon Drops. The buds have purple and green hues that shine through a thick layer of trichomes. This new purple cultivar is as tasty as it is pretty, with a wine-grape aroma and slight notes of incense and sweet flowers.","focused,euphoric,tingly",,"grape,skunk,chemical","Pain
60% of people say it helps with pain
Stress
60% of people say it helps with stress
Headaches
40% of people say it helps with headaches"
1658,Killer Grape,https://images.leafly.com/flower-images/defaults/purple/strain-5.png,Hybrid,16.0,0.0,4.590909090909091,grape,focused,"A cross between Killer Queen and Querkle, Killer Grape is a heavy-handed 50/50 hybrid strain that deals a stupefying blast of cerebral euphoria and deeply relaxing effects. Lavender and purple hues tinge leaves and buds underneath a dusty coat of snow-white resin. This strain from Subcool's The Dank gets its name from the sour grape aroma its buds carry, which is accented by spicy, hashy undertones.","focused,giggly,euphoric","dry mouth,anxious,dizzy","grape,pungent,sweet","Pain
35% of people say it helps with pain
Stress
29% of people say it helps with stress
Anxiety
23% of people say it helps with anxiety"
1659,Grape Skunk,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-6.png,Indica,27.0,0.0,4.152173913043478,grape,happy,"This indica-dominant strain is a fruity cross of three strains: Grapefruit, Super Skunk, and Blueberry. Grape Skunk has a strong odor that is mostly berries with some skunky earthiness underneath. While growing, Grape Skunk plants have typically indica characteristics, remaining short and bushy and flowering quickly at 7 to 8 weeks. Buds are dense and will release a feeling of allover calm for patients. Plants can be grown both indoors and outdoors and may have some electric blue coloring depending on environment.","happy,sleepy,euphoric",,"grape,skunk,berry","Stress
42% of people say it helps with stress
Anxiety
39% of people say it helps with anxiety
Pain
36% of people say it helps with pain"
1660,Cherry Haze,https://images.leafly.com/flower-images/defaults/generic/strain-35.png,Sativa,19.0,0.0,4.666666666666667,sweet,energetic,"Cherry Haze is a sativa weed strain made by crossing Purple Haze and Cherry Bomb. Reviewers on Leafly say this strain makes them feel energetic, creative, and euphoric. Cherry Haze has 19% THC and 1% CBG. The dominant terpene in this strain is myrcene. If you've smoked, dabbed, or otherwise enjoyed this strain, Cherry Haze, before let us know! Leave a review.","energetic,creative,euphoric",,,"Anxiety
100% of people say it helps with anxiety"
1661,Nutter Budder,https://images.leafly.com/flower-images/defaults/generic/strain-34.png,Hybrid,,,4.777777777777778,,,"Nutter Budder is a hybrid marijuana strain. We're still learning about the flavors and effects of Sour Nutter Budder - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","happy,energetic,aroused",,"butter,ammonia,woody","Bipolar disorder
42% of people say it helps with bipolar disorder
Depression
28% of people say it helps with depression
Anxiety
28% of people say it helps with anxiety"
1662,Dank Sinatra,https://images.leafly.com/flower-images/defaults/generic/strain-29.png,Hybrid,18.0,0.0,4.4,cheese,sleepy,"Dank Sinatra is an indica-dominant hybrid named for “Old Blue Eyes,” Frank Sinatra. This strain was created by crossing LA Affie and Hash Plant, leading to a happy, cerebral buzz that settles down into the body. The weighted relaxation helps consumers abate stress and depression while preparing the body for rest. Dank Sinatra has pungent, earthy flavors intermixed with subtle notes of citrus and diesel.  ","sleepy,giggly,relaxed","headache,dizzy,dry eyes","cheese,blue cheese,blueberry","Depression
28% of people say it helps with depression
Insomnia
28% of people say it helps with insomnia
Pain
21% of people say it helps with pain"
1663,Alaskan Purple,https://images.leafly.com/flower-images/defaults/generic/strain-9.png,Hybrid,,,4.285714285714286,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Alaskan Purple, before let us know! Leave a review.","sleepy,focused,aroused",,"grape,skunk,flowery","Cramps
20% of people say it helps with cramps
Depression
20% of people say it helps with depression
Anxiety
20% of people say it helps with anxiety"
1664,Frisian Duck,https://images.leafly.com/flower-images/defaults/purple/strain-5.png,Hybrid,,,4.315789473684211,,,"Frisian Duck is a structurally unique strain developed by Dutch Passion. Its genetics were bred over several generations of Frisian Dew x Ducksfoot. The genetics from Ducksfoot (named for its oddly shaped leaves that resemble duck feet) allows this plant to hide in plain sight, making it ideal for outdoor grows. Frisian Duck is also rather hardy and able to thrive in harsh growing conditions. Expect pepper and pine on the nose with buds that vary in appearance from light blue to purple.   
 ","hungry,giggly,talkative","dry eyes,headache,dry mouth","spicy/herbal,pine,chestnut","Lack of appetite
38% of people say it helps with lack of appetite
Fatigue
23% of people say it helps with fatigue
Headaches
23% of people say it helps with headaches"
1665,Blue Ice,https://images.leafly.com/flower-images/defaults/generic/strain-25.png,Hybrid,18.0,0.0,4.428571428571429,vanilla,giggly,"Blue Ice is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel giggly, aroused, and happy. Blue Ice has 18% THC. The dominant terpene in this strain is pinene. If you've smoked, dabbed, or otherwise enjoyed this strain, Blue Ice, before let us know! Leave a review.","giggly,aroused,happy",,"vanilla,tar,lime",
1666,Pheno 51,https://images.leafly.com/flower-images/defaults/generic/strain-33.png,Hybrid,,,4.403846153846154,,,"Pheno 51 is a hybrid strain bred by Cresco Labs. Created by crossing Star Killer and Skywalker OG, it was designed to help consumers leave the ground. This potent pairing leads with a happy, heady euphoria that jettisons the consumer away from mental and physical stress while dimming nagging aches and pains. Pheno 51 is the perfect strain for those looking to ignite creativity and bliss while leaving stress and nausea in a galaxy far, far away.  ","relaxed,happy,sleepy","dizzy,headache,paranoid","pine,menthol,tar","Pain
25% of people say it helps with pain
Stress
20% of people say it helps with stress
Fibromyalgia
12% of people say it helps with fibromyalgia"
1667,Devil Fruit,https://images.leafly.com/flower-images/defaults/light-green/strain-3.png,Indica,,,4.291666666666667,,,Devil Fruit is a 70% indica strain bred by Medical Seed Co. through crossing Shiskaberry and Great White Shark. This high-CBD sweet and spicy in flavor and delivers a light cerebral stimulation followed by comfortable full-body effects. Outdoor Devil Fruit plants finish in the first half of October while indoor gardens flower in about 65 days.,"tingly,sleepy,relaxed","anxious,dry eyes,paranoid","tree fruit,pine,ammonia","Pain
26% of people say it helps with pain
ADD/ADHD
20% of people say it helps with add/adhd
Arthritis
20% of people say it helps with arthritis"
1668,Guava Cookies,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,18.0,0.0,5.0,butter,aroused,"Guava Cookies is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel aroused, tingly, and euphoric. Guava Cookies has 18% THC and 1% CBG. The dominant terpene in this strain is pinene. If you've smoked, dabbed, or otherwise enjoyed this strain, Guava Cookies, before let us know! Leave a review.","aroused,tingly,euphoric",,"butter,vanilla,pepper","Depression
20% of people say it helps with depression
Lack of appetite
20% of people say it helps with lack of appetite
Anxiety
20% of people say it helps with anxiety"
1669,Gelato Dream,https://images.leafly.com/flower-images/defaults/generic/strain-24.png,Hybrid,20.0,0.0,4.666666666666667,blue cheese,euphoric,"Bred by using an elite clone of the original Gelato #41 and a male Loud Dream, Gelato Dream is a cookie strain that improves upon the original. Growers can expect big yields while consumers can expect a smooth, sweet, and fruity terpene profile. As for the high, this strain brings you into a state of deep relaxation that comes with a sense of euphoria and focus.","euphoric,happy,focused",,"blue cheese,mango,tree fruit","Depression
33% of people say it helps with depression
Fatigue
33% of people say it helps with fatigue
Inflammation
33% of people say it helps with inflammation"
1670,Cake 'n Chem,https://images.leafly.com/flower-images/defaults/generic/strain-16.png,,,,4.0,,,"Cake 'n Chem is a weed strain. Reviewers on Leafly say this strain makes them feel aroused, focused, and giggly. If you've smoked, dabbed, or otherwise enjoyed this strain, Cake 'n Chem, before let us know! Leave a review.","aroused,focused,giggly","headache,dry eyes,dry mouth","chemical,violet,flowery","Depression
25% of people say it helps with depression
Anxiety
25% of people say it helps with anxiety
Headaches
8% of people say it helps with headaches"
1671,Gorilla Pie,https://images.leafly.com/flower-images/defaults/generic/strain-32.png,Hybrid,21.0,0.0,4.894736842105263,tea,creative,"Gorilla Pie is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel creative, giggly, and euphoric. Gorilla Pie has 21% THC and 1% CBG. The dominant terpene in this strain is pinene. If you've smoked, dabbed, or otherwise enjoyed this strain, Gorilla Pie, before let us know! Leave a review.","creative,giggly,euphoric",,"tea,earthy,grapefruit","Depression
35% of people say it helps with depression
Anxiety
35% of people say it helps with anxiety
Pain
29% of people say it helps with pain"
1672,Appleberry,https://images.leafly.com/flower-images/defaults/generic/strain-13.png,Indica,25.0,0.0,4.615384615384615,apple,sleepy,"Appleberry by Sumo Seeds in an indica-dominant yield machine. Bred from (Dynamite x Bubblicious) x White Widow, this strain has classic Central Asian and Central American roots while expressing a terpene profile all its own. The strain’s aroma exemplifies its title, smelling of a subtle apple and berry. Its effects are extremely relaxing, bordering on sedative, imbuing the limbs with a warm weighted aura. Utilize Appleberry to reduce anxiety and for all-around pain relief. Appleberry won 1st place in the ""Bio"" category at the 2016 Highlife Cup in Amsterdam.","sleepy,relaxed,hungry","paranoid,anxious,dry mouth","apple,berry,flowery","Stress
50% of people say it helps with stress
Depression
41% of people say it helps with depression
Pain
41% of people say it helps with pain"
